PERMIS;ACV;SEX;STATUT;CSP;USAGE;AGECOND;K8000;RM;CAR;CLA;ALI;ENE;VIT;SEGM;GARAGE;CHARGE
374;1;M;A;1;3;55;N;50;BER;F;INJ;ES;160-170;B;3;0
482;4;M;A;49;3;58;N;50;BER;F;INJ;ES;160-170;B;3;98
150;5;M;A;50;2;48;N;95;BER;F;INJ;ES;140-150;A;3;0
566;4;M;A;50;2;65;O;55;BER;F;INJ;ES;140-150;A;3;0
491;7;M;A;50;2;58;N;50;BER;F;INJ;ES;150-160;B;3;0
395;2;M;A;50;2;56;N;50;BER;F;INJ;ES;160-170;B;3;0
466;10;M;A;50;1;60;N;50;BER;F;INJ;ES;160-170;B;3;0
557;4;M;A;50;1;64;N;50;BER;F;INJ;ES;160-170;B;3;0
170;4;M;A;50;2;34;N;60;BER;F;INJ;ES;180-190;B;3;0
114;5;M;A;50;2;34;N;112;BER;F;INJ;GO;140-150;B;3;0
483;2;M;A;50;2;58;N;50;BER;F;INJ;GO;150-160;B;3;0
259;3;M;A;50;3;39;N;85;BER;F;INJ;GO;160-170;B;3;0
505;10;M;A;60;1;62;N;50;BER;F;CAR;ES;150-160;B;3;0
530;10;M;A;60;1;71;O;50;BER;F;CAR;ES;160-170;B;3;0
610;3;M;A;60;1;72;O;50;BER;F;INJ;ES;160-170;B;3;0
443;4;M;A;60;1;74;N;50;BER;F;INJ;ES;160-170;B;3;0
483;9;M;A;60;1;80;N;50;BER;F;INJ;ES;160-170;B;3;0
820;10;M;A;60;1;86;O;76;BER;F;INJ;ES;160-170;B;3;2858
224;7;M;A;66;2;48;N;70;BER;F;INJ;ES;160-170;B;3;0
78;2;M;C;26;2;26;N;80;BER;F;INJ;ES;150-160;B;3;0
93;10;M;C;50;1;46;N;106;BER;F;CAR;ES;170-180;M1;3;0
47;4;M;C;50;1;23;N;85;BER;F;INJ;ES;160-170;B;2;0
87;0;M;C;50;2;25;N;71;BER;F;INJ;ES;160-170;A;3;0
138;10;M;C;50;1;29;O;59;BER;F;INJ;ES;160-170;B;3;0
151;9;M;C;50;2;32;O;68;BER;F;INJ;ES;160-170;B;3;0
185;5;M;C;50;2;34;N;60;BER;F;INJ;ES;160-170;M1;1;0
145;1;M;C;55;2;31;N;72;BER;F;INJ;ES;160-170;B;3;0
186;9;M;A;37;1;53;N;80;BER;F;INJ;ES;170-180;M2;3;0
315;10;M;A;42;1;49;N;95;BER;F;CAR;ES;160-170;B;3;0
516;10;M;A;50;2;63;N;50;BER;F;CAR;ES;150-160;B;3;0
475;10;M;A;50;2;57;N;50;BER;F;CAR;ES;160-170;B;3;0
157;10;M;A;50;1;32;O;51;BER;F;CAR;ES;170-180;B;1;0
193;10;M;A;50;2;34;N;50;BER;F;CAR;ES;170-180;B;3;0
394;5;M;A;50;2;52;N;50;BER;F;INJ;ES;140-150;A;3;0
462;4;M;A;50;1;56;O;76;BER;F;INJ;ES;160-170;B;3;0
509;1;M;A;50;1;63;O;50;BER;F;INJ;ES;160-170;A;3;0
446;4;M;A;50;1;55;N;50;BER;F;INJ;ES;170-180;B;3;0
598;10;M;A;60;1;82;N;50;BER;F;CAR;ES;160-170;M1;3;0
651;7;M;A;60;1;77;O;50;BER;F;INJ;ES;160-170;M1;3;0
648;3;M;A;60;1;74;O;50;BER;F;INJ;ES;170-180;B;3;0
370;2;M;A;66;2;49;N;52;BER;F;INJ;ES;160-170;B;1;0
190;10;M;C;50;1;36;N;90;BER;F;CAR;ES;150-160;B;3;0
248;10;M;C;50;2;39;N;95;BER;F;CAR;ES;160-170;B;3;0
515;10;M;C;50;1;62;O;50;BER;F;CAR;ES;160-170;M1;3;0
131;4;M;C;50;2;31;N;85;BER;F;INJ;ES;150-160;B;3;0
180;1;M;C;50;2;33;N;95;BER;F;INJ;ES;160-170;B;3;0
177;10;M;A;48;1;43;N;95;BER;F;INS;GO;160-170;B;3;0
211;10;M;A;50;2;39;O;60;BER;F;CAR;ES;150-160;M1;3;0
339;10;M;A;50;2;50;N;80;BER;F;CAR;ES;160-170;M1;3;0
423;10;M;A;50;1;53;N;95;BER;F;CAR;ES;160-170;M1;3;0
154;10;M;A;50;4;32;N;90;BER;F;CAR;ES;170-180;B;2;0
212;3;M;A;50;2;42;N;50;BER;F;INJ;ES;150-160;B;3;0
470;7;M;A;50;1;57;O;50;BER;F;INJ;ES;150-160;B;3;0
153;9;M;A;50;2;31;N;85;BER;F;INJ;ES;160-170;B;1;0
149;1;M;A;50;1;33;N;76;BER;F;INJ;ES;160-170;B;2;0
103;5;M;A;50;2;27;N;95;BER;F;INJ;ES;170-180;B;3;0
196;9;M;A;50;2;34;N;90;BER;F;INJ;ES;170-180;B;3;0
315;5;M;A;50;2;46;N;50;BER;F;INJ;GO;160-170;B;3;0
509;7;M;A;50;3;66;N;50;BER;F;INJ;GO;160-170;B;3;0
604;10;M;A;60;1;78;N;50;BER;F;CAR;ES;170-180;B;3;0
90;9;M;C;26;2;26;N;90;BER;F;INJ;ES;160-170;B;3;0
49;10;M;C;26;2;22;N;95;BER;F;INJ;GO;150-160;B;3;0
363;10;M;C;50;1;49;N;50;BER;F;CAR;ES;170-180;B;3;0
149;9;M;C;50;1;30;N;90;BER;F;INJ;ES;150-160;M1;3;0
93;4;M;C;50;2;28;N;85;BER;F;INJ;ES;160-170;B;2;0
117;10;M;C;50;2;27;N;68;BER;F;INJ;GO;150-160;B;3;404
206;10;M;C;50;1;41;N;90;BER;F;INJ;GO;150-160;B;3;0
366;2;M;C;60;1;59;N;85;BER;F;INJ;ES;160-170;B;3;0
213;10;M;A;42;4;47;N;93;BER;F;CAR;ES;150-160;M1;3;0
453;1;M;A;42;2;68;N;50;BER;F;INJ;ES;160-170;B;2;3980
359;10;M;A;48;2;51;N;50;BER;F;CAR;ES;160-170;M1;3;0
184;10;M;A;50;2;40;N;125;BER;F;CAR;ES;160-170;B;3;0
185;10;M;A;50;1;35;O;50;BER;F;CAR;ES;170-180;B;3;0
280;10;M;A;50;1;49;O;85;BER;F;INJ;ES;150-160;M1;3;0
105;5;M;A;50;1;27;N;118;BER;F;INJ;ES;160-170;B;3;0
140;4;M;A;50;2;29;N;57;BER;F;INJ;ES;160-170;B;2;0
305;3;M;A;50;2;45;N;50;BER;F;INJ;ES;160-170;B;3;0
288;1;M;A;50;1;52;N;50;BER;F;INJ;ES;170-180;B;3;2009
165;7;M;A;50;2;40;N;60;BER;F;INJ;GO;150-160;B;3;0
65;4;M;A;50;1;25;N;100;BER;F;INJ;GO;160-170;B;3;0
171;10;M;A;55;2;34;N;95;BER;F;INJ;ES;150-160;B;3;0
157;10;M;A;55;1;38;N;90;BER;F;INJ;ES;160-170;B;3;0
120;7;M;C;1;1;28;O;77;BER;F;INJ;GO;150-160;B;3;0
411;7;M;C;50;2;55;N;80;BER;F;CAR;ES;160-170;M1;3;0
493;1;M;C;50;2;62;N;50;BER;F;INJ;ES;170-180;B;3;0
134;10;M;C;50;2;29;N;95;BER;F;INJ;GO;150-160;B;3;0
404;9;M;C;55;2;52;N;90;BER;F;INJ;ES;150-160;B;3;0
375;2;M;C;55;1;54;N;90;BER;F;INJ;ES;170-180;B;1;1418
186;9;M;A;26;2;36;N;90;BER;F;INJ;ES;150-160;A;3;0
153;10;M;A;37;1;44;N;95;BER;F;INJ;GO;150-160;B;3;0
86;10;M;A;42;3;32;N;76;BER;F;CAR;ES;150-160;M1;3;0
243;10;M;A;50;1;39;N;57;BER;F;CAR;ES;150-160;B;3;0
169;10;M;A;50;2;32;N;60;BER;F;CAR;ES;160-170;M1;3;0
274;10;M;A;50;2;52;O;50;BER;F;CAR;ES;160-170;M1;3;0
79;10;M;A;50;1;28;O;95;BER;F;INJ;ES;150-160;M1;3;0
177;4;M;A;50;2;36;N;60;BER;F;INJ;ES;150-160;B;3;0
266;10;M;A;50;3;57;N;95;BER;F;INJ;ES;160-170;M1;3;0
213;10;M;A;50;2;37;O;54;BER;F;INJ;GO;140-150;M1;3;0
75;10;M;A;50;1;27;N;72;BER;F;INJ;GO;150-160;B;3;0
414;10;M;A;50;2;54;N;50;BER;F;INJ;GO;150-160;B;3;3584
529;10;M;A;60;1;70;N;57;BER;F;INJ;ES;150-160;M1;3;0
161;10;M;C;50;2;31;N;95;BER;F;CAR;ES;150-160;M1;3;0
217;4;M;C;50;2;36;N;51;BER;F;INJ;ES;180-190;B;3;0
541;9;M;C;60;1;63;N;50;BER;F;INJ;GO;150-160;B;2;0
689;9;F;A;60;1;77;O;50;BER;F;INJ;ES;150-160;B;2;0
84;9;F;A;50;1;25;O;68;BER;F;INJ;GO;150-160;B;3;0
253;10;F;A;50;1;49;O;50;BER;F;INJ;GO;150-160;B;3;0
344;2;F;A;55;2;47;N;57;BER;F;INJ;ES;160-170;B;3;0
56;10;F;A;50;1;23;O;80;BER;F;CAR;ES;160-170;M1;3;0
253;10;F;A;50;2;42;N;67;BER;F;INJ;ES;150-160;B;2;1399
408;7;F;A;55;2;52;N;50;BER;F;INJ;GO;160-170;B;3;0
379;3;F;A;60;1;62;N;50;BER;F;INJ;ES;160-170;B;3;0
309;0;F;A;77;3;45;N;50;BER;F;INJ;ES;160-170;B;3;1084
305;5;F;A;50;2;45;N;74;BER;F;INJ;ES;170-180;A;3;0
628;4;F;A;60;1;90;N;50;BER;F;INJ;ES;170-180;A;3;0
33;5;F;C;26;2;23;N;90;BER;F;INJ;ES;170-180;A;3;0
504;10;F;A;37;1;63;O;50;BER;F;INJ;GO;150-160;B;3;0
248;5;F;A;50;1;42;O;50;BER;F;INJ;ES;140-150;A;3;0
303;4;F;A;50;2;47;O;50;BER;F;INJ;ES;150-160;B;3;907
156;7;F;C;26;2;32;N;56;BER;F;INJ;ES;150-160;B;3;0
19;9;F;C;50;2;25;N;95;BER;F;INJ;ES;150-160;B;2;0
390;10;M;A;55;2;52;N;67;BER;F;INJ;GO;150-160;B;3;0
198;10;M;C;50;2;35;N;52;BER;F;INJ;GO;150-160;B;3;0
132;10;M;A;50;1;29;O;100;BER;F;INJ;ES;160-170;B;3;0
230;10;M;C;50;2;38;O;50;BER;F;CAR;ES;170-180;B;3;0
312;10;M;A;55;2;45;N;90;BER;F;CAR;ES;160-170;B;3;0
314;10;M;C;55;1;47;N;90;BER;F;CAR;ES;150-160;M1;3;0
204;4;M;A;50;2;35;N;80;BER;F;INJ;ES;150-160;A;3;2132
602;4;M;A;60;1;68;N;50;BER;F;INJ;ES;140-150;A;3;473
110;10;M;A;50;2;29;N;76;BER;F;CAR;ES;170-180;B;1;0
420;9;M;A;50;2;63;O;51;BER;F;INJ;ES;140-150;A;3;0
36;3;M;C;50;3;26;N;118;BER;F;INJ;ES;150-160;B;3;0
140;9;M;C;50;1;36;O;148;BER;F;INJ;GO;150-160;B;3;0
157;4;M;C;50;2;31;N;95;BER;F;INJ;ES;150-160;A;3;0
310;4;M;A;50;2;44;N;62;BER;F;INJ;ES;170-180;A;2;4241
181;2;M;A;55;1;39;N;57;BER;F;INJ;ES;160-170;B;3;0
116;10;M;C;50;2;33;O;76;BER;F;CAR;ES;150-160;M1;3;0
499;2;M;A;50;2;62;O;50;BER;F;INJ;ES;150-160;B;3;0
154;5;M;C;55;2;31;N;76;BER;F;INJ;ES;160-170;B;3;0
135;4;M;A;50;2;34;N;72;BER;F;INJ;ES;160-170;B;3;289
237;3;M;A;50;2;40;N;50;BER;F;INJ;ES;160-170;B;3;0
154;5;M;A;50;2;32;N;72;BER;F;INJ;GO;160-170;B;1;0
330;10;F;C;50;1;55;O;72;BER;F;CAR;ES;150-160;B;3;0
446;7;M;C;50;1;55;O;95;BER;F;INJ;ES;170-180;B;3;0
160;4;F;C;50;2;31;N;80;BER;F;INJ;ES;150-160;B;3;0
593;10;M;A;60;1;77;N;50;BER;F;CAR;ES;170-180;B;3;0
167;5;F;A;50;3;32;N;64;BER;F;INJ;ES;160-170;B;1;0
372;2;F;A;60;1;61;N;50;BER;F;INJ;ES;160-170;B;3;0
94;5;F;A;50;1;29;N;80;BER;F;INJ;ES;150-160;B;3;0
217;4;F;C;50;2;36;N;90;BER;F;INJ;GO;160-170;B;3;0
193;7;M;C;50;1;34;N;100;BER;F;INJ;ES;150-160;B;2;0
510;1;F;A;60;1;66;N;110;BER;F;INJ;ES;160-170;B;3;0
131;10;F;A;50;1;34;O;100;BER;F;CAR;ES;150-160;M1;3;0
562;4;M;A;60;1;72;O;50;BER;F;INJ;ES;160-170;B;3;0
358;10;M;C;50;1;49;N;50;BER;F;CAR;ES;170-180;B;3;0
332;0;M;A;50;2;49;N;50;BER;F;INJ;ES;150-160;A;3;0
26;10;M;C;26;2;22;N;95;BER;F;CAR;ES;160-170;B;3;0
253;10;M;C;50;2;42;N;100;BER;F;CAR;ES;150-160;B;3;0
430;9;F;A;55;1;64;O;50;BER;F;INJ;ES;160-170;B;3;0
446;4;M;A;50;1;56;O;72;BER;F;INJ;ES;170-180;M1;2;0
168;0;M;C;50;1;33;N;51;BER;F;INJ;ES;160-170;A;3;726
85;10;F;A;50;2;32;N;68;BER;F;CAR;ES;150-160;B;3;0
94;7;M;C;50;1;30;N;90;BER;F;INJ;ES;140-150;A;3;0
433;5;F;A;50;2;55;N;76;BER;F;INJ;ES;150-160;M1;3;0
164;5;M;C;50;1;40;N;66;BER;F;INJ;ES;170-180;M1;3;0
92;10;F;C;50;1;28;N;95;BER;F;CAR;ES;170-180;B;3;0
356;5;M;A;50;2;56;N;62;BER;F;INJ;GO;160-170;B;3;0
247;7;F;A;49;1;42;O;50;BER;F;INJ;ES;160-170;B;3;0
242;10;F;A;50;1;56;O;50;BER;F;CAR;ES;150-160;0;3;0
88;9;M;C;26;2;26;N;90;BER;F;INJ;ES;160-170;B;3;0
548;5;M;A;60;1;73;N;125;BER;F;INJ;ES;160-170;B;3;0
84;10;F;A;1;3;33;N;85;BER;F;CAR;ES;150-160;M1;3;0
98;10;M;C;26;2;27;N;85;BER;F;CAR;ES;170-180;B;3;0
451;7;F;A;60;1;61;N;55;BER;F;INJ;GO;150-160;B;3;0
197;7;F;A;50;2;36;N;60;BER;F;INJ;ES;150-160;B;3;0
494;9;M;A;60;1;74;N;50;BER;F;INJ;ES;150-160;M1;3;0
85;7;F;A;50;2;26;N;100;BER;F;INJ;ES;150-160;B;3;0
423;0;F;C;50;3;54;N;85;BER;F;INJ;ES;160-170;A;2;0
470;1;F;A;60;1;62;N;90;BER;F;INJ;ES;160-170;B;3;0
498;5;F;A;60;1;75;O;100;BER;F;INJ;ES;140-150;A;3;361
519;0;M;A;6;4;61;N;50;BER;F;INJ;ES;160-170;A;1;0
79;10;F;A;50;2;26;N;85;BER;F;CAR;ES;170-180;M1;3;0
140;7;M;C;50;2;31;O;72;BER;F;INJ;ES;160-170;B;3;0
305;2;F;A;50;1;49;N;50;BER;F;INJ;ES;150-160;B;2;0
400;5;F;A;60;1;61;O;80;BER;F;INJ;ES;170-180;B;3;0
105;9;M;C;48;1;27;N;90;BER;F;INS;GO;160-170;B;3;0
501;10;F;A;37;1;63;O;50;BER;F;INJ;GO;150-160;B;3;0
101;9;F;A;50;1;54;O;64;BER;F;INJ;GO;150-160;B;3;0
90;4;F;C;50;2;27;N;85;BER;F;INJ;ES;160-170;B;2;0
144;0;F;C;50;2;30;N;55;BER;F;INJ;ES;160-170;B;1;0
466;1;M;A;50;1;58;O;50;BER;F;INJ;ES;160-170;A;2;0
138;1;M;A;50;2;31;N;95;BER;F;INJ;ES;150-160;B;2;0
229;10;M;A;50;2;37;N;50;BER;F;INJ;GO;160-170;B;3;0
107;10;M;A;50;2;27;N;90;BER;F;INJ;ES;160-170;B;3;0
326;9;F;A;49;3;45;N;50;BER;F;INJ;ES;140-150;B;3;1627
510;2;F;A;42;2;61;O;51;BER;G;INJ;ES;180-190;B;3;1418
272;4;F;A;50;1;46;O;63;BER;G;INJ;ES;160-170;B;3;0
136;4;F;A;26;2;34;N;85;BER;G;INJ;GO;160-170;B;2;0
145;9;F;C;50;1;31;N;51;BER;G;INJ;GO;160-170;B;3;0
85;2;F;C;50;2;39;N;72;BER;G;INJ;ES;160-170;B;3;0
184;10;F;A;50;2;35;N;50;BER;G;CAR;ES;160-170;B;3;0
290;9;F;C;50;1;45;O;58;BER;G;INJ;ES;160-170;B;1;0
275;5;F;C;50;2;41;N;50;BER;G;INJ;ES;180-190;B;1;0
141;5;F;C;55;2;38;N;57;BER;G;INJ;ES;180-190;M1;2;0
76;10;F;C;26;2;25;O;72;BER;G;CAR;ES;180-190;B;3;0
236;7;F;C;50;1;55;N;50;BER;G;INJ;ES;170-180;B;2;0
267;1;F;A;50;1;41;N;90;BER;G;INJ;ES;160-170;B;1;0
131;4;F;A;55;2;29;N;68;BER;G;INJ;GO;160-170;B;3;0
536;5;F;A;60;1;72;O;50;BER;G;INJ;ES;180-190;B;2;0
491;1;F;A;1;3;65;N;50;BER;G;INJ;ES;160-170;A;3;0
253;10;F;A;42;2;39;N;50;BER;G;INJ;ES;160-170;M1;3;0
72;10;F;A;50;2;49;N;80;BER;G;CAR;ES;160-170;M1;3;0
298;10;F;C;50;2;46;N;52;BER;G;CAR;ES;170-180;M1;3;0
130;5;F;C;50;2;31;N;72;BER;G;INJ;ES;160-170;M1;3;0
135;10;F;A;50;2;30;N;76;BER;G;CAR;ES;160-170;B;3;0
332;7;F;C;50;2;46;N;50;BER;G;INJ;ES;150-160;M1;3;0
35;1;F;C;50;1;27;N;100;BER;G;INJ;ES;160-170;B;3;0
263;4;F;C;50;1;59;O;53;BER;G;INJ;ES;180-190;B;3;0
158;10;F;C;55;2;31;N;68;BER;G;CAR;ES;170-180;M1;3;0
328;5;F;A;50;2;46;N;52;BER;G;INJ;ES;170-180;M1;3;0
685;10;F;A;60;1;77;O;50;BER;G;CAR;ES;170-180;M1;3;0
343;4;F;A;60;1;77;N;50;BER;G;INJ;ES;180-190;B;1;0
131;10;F;C;50;2;30;N;68;BER;G;CAR;ES;160-170;M1;3;0
165;0;F;C;50;2;31;N;76;BER;G;INJ;ES;180-190;B;2;0
139;5;F;C;55;2;30;N;80;BER;G;INJ;ES;180-190;B;3;0
114;10;F;A;50;3;28;N;76;BER;G;CAR;ES;170-180;M1;3;0
122;9;F;A;50;2;28;N;68;BER;G;INJ;ES;160-170;M1;3;323
543;2;F;A;60;1;76;N;50;BER;G;INJ;ES;150-160;B;3;0
214;10;F;A;50;2;48;N;50;BER;G;CAR;ES;160-170;M2;3;0
192;7;F;A;50;2;34;N;72;BER;G;INJ;ES;180-190;B;3;0
231;2;F;A;50;2;48;N;96;BER;G;INJ;ES;160-170;B;3;0
139;9;F;A;50;2;35;N;64;BER;G;INS;GO;160-170;B;1;0
138;10;M;A;46;1;30;N;76;BER;G;INJ;ES;170-180;B;3;0
71;4;M;C;50;2;26;N;100;BER;G;INJ;ES;160-170;B;3;0
597;4;M;A;21;3;71;N;50;BER;G;INJ;ES;180-190;B;1;0
168;4;M;A;50;2;32;N;90;BER;G;INJ;ES;160-170;B;3;0
639;9;M;A;60;1;81;O;82;BER;G;INJ;ES;170-180;B;2;709
436;9;M;A;60;1;71;O;50;BER;G;INJ;ES;170-180;M1;3;0
325;2;M;C;50;2;50;N;50;BER;G;INJ;ES;190-200;B;3;4378
207;10;M;C;50;1;47;O;50;BER;G;CAR;ES;170-180;M1;3;0
105;7;M;C;50;2;27;N;140;BER;G;INJ;ES;160-170;B;3;0
184;7;M;C;50;2;35;N;76;BER;G;INJ;ES;170-180;B;3;0
133;10;M;A;50;1;34;O;95;BER;G;CAR;ES;170-180;M1;3;0
358;4;M;A;50;2;51;N;50;BER;G;INJ;ES;160-170;B;3;938
245;1;M;C;50;2;39;N;80;BER;G;IDS;GO;160-170;B;1;0
558;7;M;A;60;1;78;O;50;BER;G;INJ;ES;160-170;M1;2;0
112;0;M;C;55;1;27;N;64;BER;G;INJ;ES;160-170;A;1;1422
207;3;M;A;49;4;40;N;50;BER;G;INJ;ES;190-200;B;3;0
223;9;M;A;50;2;40;N;95;BER;G;CAR;ES;170-180;M1;3;0
181;7;M;A;50;2;35;N;60;BER;G;INJ;ES;180-190;M1;3;0
95;3;M;A;55;2;27;N;90;BER;G;INJ;ES;190-200;B;2;0
689;5;M;A;60;1;79;O;50;BER;G;INJ;ES;160-170;B;3;0
244;10;M;C;50;1;38;N;50;BER;G;INS;GO;150-160;M1;3;0
502;1;M;A;50;1;61;N;50;BER;G;INJ;ES;170-180;B;3;2991
634;9;M;A;60;1;77;N;50;BER;G;INJ;ES;170-180;M1;3;0
315;4;M;C;66;3;46;N;50;BER;G;INJ;GO;160-170;B;2;0
382;10;M;A;50;3;54;N;50;BER;G;CAR;ES;180-190;B;3;0
509;0;M;A;50;1;68;N;50;BER;G;INJ;ES;160-170;A;3;0
195;10;M;C;50;3;34;N;60;BER;G;INJ;ES;150-160;M1;2;0
129;4;M;C;50;1;29;N;90;BER;G;INJ;ES;160-170;B;1;0
250;9;M;A;50;1;43;O;50;BER;G;INJ;ES;170-180;M1;3;0
521;9;M;A;50;1;62;O;50;BER;G;INJ;GO;160-170;M1;2;0
225;10;M;C;50;1;37;N;57;BER;G;CAR;ES;170-180;M1;1;0
482;4;M;A;50;2;59;O;50;BER;G;INJ;ES;180-190;B;3;0
96;10;M;A;55;2;27;N;68;BER;G;CAR;ES;150-160;M1;3;0
314;9;M;C;1;3;45;N;64;BER;G;INJ;GO;160-170;B;3;0
93;5;M;C;55;1;32;O;87;BER;G;INJ;GO;150-160;B;2;0
157;1;F;A;50;2;41;O;63;BER;G;INJ;ES;180-190;B;1;0
44;9;F;C;50;2;22;N;85;BER;G;INJ;GO;160-170;B;3;0
270;2;F;C;55;3;41;N;80;BER;G;INJ;ES;160-170;B;2;0
515;2;F;C;60;1;65;N;50;BER;G;INJ;ES;180-190;B;3;0
217;3;F;C;50;1;36;N;51;BER;G;INJ;ES;180-190;B;3;0
160;10;F;C;50;2;32;N;50;BER;G;INJ;GO;160-170;B;3;0
367;0;F;A;50;3;49;N;50;BER;G;INJ;ES;160-170;A;3;0
92;2;F;A;50;1;34;N;70;BER;G;INJ;ES;180-190;B;3;0
403;5;F;A;50;2;54;N;50;BER;G;INJ;ES;180-190;B;3;0
67;4;F;C;26;2;24;N;76;BER;G;INJ;GO;160-170;B;3;0
171;1;F;C;50;2;33;N;76;BER;G;INJ;GO;150-160;B;3;0
357;10;F;A;50;1;57;N;50;BER;G;CAR;ES;170-180;M1;3;0
239;9;F;A;50;2;40;N;50;BER;G;INJ;ES;150-160;M1;3;0
456;4;F;A;50;2;57;N;51;BER;G;INJ;ES;160-170;A;2;0
188;2;F;A;50;1;38;N;64;BER;G;INJ;ES;180-190;B;3;0
242;7;F;A;55;2;51;N;50;BER;G;INJ;ES;160-170;M1;3;0
448;3;F;A;55;2;59;N;50;BER;G;INJ;ES;180-190;B;3;0
510;5;F;A;60;1;67;N;51;BER;G;INJ;ES;160-170;B;3;4297
501;10;F;A;60;1;68;O;50;BER;G;INJ;ES;170-180;M1;1;284
442;10;F;A;60;1;64;N;76;BER;G;INJ;GO;160-170;M1;3;0
105;10;F;C;50;1;29;N;95;BER;G;INJ;GO;150-160;B;3;0
521;7;F;C;60;1;65;O;50;BER;G;INJ;ES;180-190;B;3;0
430;2;F;A;37;1;62;N;50;BER;G;INJ;ES;160-170;B;3;0
13;3;F;A;50;1;33;N;95;BER;G;INJ;ES;160-170;B;2;0
170;2;F;A;50;2;32;N;90;BER;G;INJ;ES;170-180;A;3;0
145;1;F;A;55;2;30;N;60;BER;G;INJ;ES;170-180;B;3;0
413;1;F;A;60;1;69;N;80;BER;G;INJ;ES;160-170;A;2;0
523;4;F;A;37;1;69;N;50;BER;G;INJ;ES;160-170;B;2;0
396;7;F;A;37;1;51;N;50;BER;G;INJ;ES;180-190;B;3;0
299;4;F;C;1;3;47;N;100;BER;G;INJ;ES;180-190;B;3;0
352;4;F;C;50;2;51;N;62;BER;G;INJ;ES;150-160;B;3;4988
60;5;F;C;50;1;25;N;80;BER;G;INJ;GO;160-170;B;3;0
101;10;F;C;50;3;27;N;95;BER;G;INJ;GO;160-170;B;3;0
112;2;F;A;1;3;29;N;68;BER;G;INJ;ES;160-170;B;3;0
441;2;F;A;37;1;55;N;50;BER;G;INJ;ES;160-170;B;3;0
452;4;F;A;46;3;56;N;50;BER;G;INJ;ES;160-170;B;2;941
305;10;F;A;50;2;44;N;59;BER;G;INJ;GO;140-150;M1;3;0
164;2;F;A;55;2;31;O;56;BER;G;INJ;ES;160-170;A;3;0
412;5;F;A;55;2;57;N;50;BER;G;INJ;ES;180-190;B;3;0
554;9;F;A;60;1;84;N;50;BER;G;INJ;ES;160-170;B;3;0
555;2;F;A;60;1;70;N;50;BER;G;IDS;GO;160-170;B;1;0
246;10;F;C;1;2;38;N;85;BER;G;CAR;ES;170-180;M1;2;0
71;7;F;C;26;2;24;N;90;BER;G;INJ;GO;150-160;B;3;0
97;4;F;C;50;3;26;N;68;BER;G;INJ;ES;160-170;A;2;20172
156;2;F;C;50;2;31;N;85;BER;G;INJ;ES;190-200;B;3;0
292;10;F;A;50;1;56;N;50;BER;G;CAR;ES;170-180;M1;2;0
406;3;F;A;50;3;53;N;50;BER;G;INJ;ES;160-170;B;3;842
411;2;F;A;50;2;55;N;50;BER;G;INJ;ES;160-170;A;3;1072
460;1;F;A;50;2;57;O;50;BER;G;INJ;ES;160-170;A;3;0
166;7;F;A;55;2;31;N;51;BER;G;INJ;ES;160-170;M1;3;0
791;4;F;A;60;1;84;O;50;BER;G;INJ;ES;180-190;B;3;0
200;3;F;A;1;1;35;N;50;BER;G;INJ;ES;180-190;B;3;0
204;0;F;A;50;2;36;N;54;BER;G;INJ;ES;160-170;B;3;0
435;4;F;A;60;1;68;N;50;BER;G;INJ;ES;160-170;B;2;410
287;10;F;C;50;2;45;N;70;BER;G;CAR;ES;160-170;M1;3;0
261;7;F;C;50;1;42;N;95;BER;G;INJ;ES;150-160;B;3;0
114;7;F;C;50;1;33;N;80;BER;G;INJ;ES;160-170;M1;3;0
63;10;F;A;26;2;23;N;90;BER;G;INJ;ES;170-180;B;3;0
84;9;F;A;50;2;36;N;100;BER;G;INJ;ES;170-180;B;3;0
513;9;F;A;60;1;63;O;50;BER;G;INJ;ES;160-170;B;3;0
689;9;F;A;60;1;79;O;73;BER;G;INJ;ES;170-180;M1;3;0
107;10;F;C;26;2;28;N;90;BER;G;INJ;GO;140-150;M1;3;0
44;10;F;C;26;2;23;N;85;BER;G;INJ;GO;160-170;M1;3;0
98;10;F;C;46;1;44;O;76;BER;G;INJ;ES;140-150;B;1;0
48;7;F;C;50;2;25;N;80;BER;G;INJ;ES;160-170;B;3;0
93;9;F;C;50;1;28;N;118;BER;G;INJ;ES;160-170;M1;2;0
183;10;F;C;50;2;39;N;67;BER;G;INJ;GO;150-160;B;3;0
14;7;F;A;26;2;19;N;95;BER;G;INJ;ES;160-170;B;3;0
213;10;F;A;46;1;35;N;76;BER;G;INJ;ES;170-180;B;3;0
55;10;F;A;50;2;28;N;95;BER;G;CAR;ES;170-180;B;3;0
25;10;F;A;50;1;32;N;95;BER;G;CAR;ES;170-180;M1;3;0
61;3;F;A;50;2;24;N;112;BER;G;INJ;ES;160-170;A;3;0
301;5;F;A;50;3;43;N;50;BER;G;INJ;ES;160-170;M1;1;0
138;10;F;C;1;2;43;N;60;BER;G;CAR;ES;160-170;B;3;0
53;5;F;C;26;2;23;N;100;BER;G;INJ;GO;160-170;B;3;0
67;10;F;C;50;2;28;O;95;BER;G;CAR;ES;150-160;M1;3;0
97;10;F;C;50;1;28;N;95;BER;G;CAR;ES;160-170;B;3;0
18;10;F;C;50;1;29;O;125;BER;G;CAR;ES;160-170;B;3;0
